"Genome","type","napA","narG","nirK","nirS","all_nor","nosZ","Domain","Phylum","Class","Order","Family","Genus","Species","Identifier","Source","Completeness","Contamination","X","d","LowerCI","UpperCI","dCUB","nCAZy","nHE","nGenes","IoC","IoC2","functional_type"
"Esearch_CP001807_1_Rhodothermus_marinus_DSM_4252.fasta","genome",1,0,1,1,1,1,"Bacteria","Bacteroidota","","","Rhodothermaceae","Rhodothermus","Rhodothermus marinus","CP001807.1","submarine alkaline hot spring, Iceland",100,0,109,8.24164834740076,6.52118708215336,10.4998753575582,0.0369453100313994,127,40,2811,1.42807153013072,3.29122888183376,"nitrate3"
"Esearch_CP001998_1_Coraliomargarita_akajimensis_DSM_45221.fasta","genome",1,0,0,0,0,0,"Bacteria","Verrucomicrobiota","Opitutae","Puniceicoccales","Puniceicoccaceae","Coraliomargarita","Coraliomargarita akajimensis","CP001998.1","",100,0,111,1.09717223515383,0.929651087027818,1.30003802003583,-0.383723866196718,144,38,3146,3.04700227391309,4.99777413659217,"nitrate1"
"Esearch_CP002156_1_Parvularcula_bermudensis_HTCC2503_strain_HTCC2503.fasta","genome",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Parvularculales","Parvularculaceae","Parvularcula","Parvularcula bermudensis","CP002156.1","",100,0,113,6.6058974027393,5.38876716037112,8.14698563679855,-0.0180882924933991,60,40,2683,1.93691560696926,2.56137714708995,"nitrate1"
"Esearch_CP002157_1_Maribacter_sp_HTCC2170.fasta","genome",1,0,1,0,1,1,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter","","CP002157.1","Surface waters off the Oregon Coast",100,0,114,4.29093429578033,3.67521060336926,5.02722181281609,-0.14900361941689,143,40,3406,2.40757445996548,4.1578849895897,"nitrate3"
"Esearch_CP002361_1_Oceanithermus_profundus_DSM_14977.fasta","genome",1,1,0,1,1,0,"Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae","Oceanithermus","Oceanithermus profundus","CP002361.1","DSM 14977|type strain of Oceanithermus profundus|type strain of Oceanithermus profundus|Pacific Ocean: East Pacific Rise|deep sea hot vent|M. L. Miroshnichenko",100,0,115,9.94322624293089,7.65050000133453,13.0541162394786,0.0319121745054488,32,45,2239,1.6888911626172,1.83899655253942,"nitrate2"
"Esearch_CP002383_1_Shewanella_baltica_OS678.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella baltica","CP002383.1","Baltic Sea oxic-anoxic interface",100,0,116,1.21746612589185,1.04036997173945,1.42980934535959,-0.415335887405432,66,53,4545,4.3198702797132,4.69484157218683,"nitrate1"
"Esearch_CP002444_1_Thermovibrio_ammonificans_HB-1.fasta","genome",1,0,0,0,0,0,"Bacteria","Aquificota","Aquificae","Desulfurobacteriales","Desulfurobacteriaceae","Thermovibrio","Thermovibrio ammonificans","CP002444.1","HB-1|type strain of Thermovibrio ammonificans|Pacific Ocean|walls of an active deep-sea hydrothermal vent chimney on the East Pacific Rise at 9 degrees 50' N",100,0,117,2.88423034585462,2.53388000865206,3.29096404776995,-0.144113347602498,46,42,1731,1.86810545103627,2.65391819376367,"nitrate1"
"Esearch_CP002526_1_Glaciecola_sp_4H-3-7+YE-5.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Glaciecola","","CP002526.1","",100,0,119,1.74054006463442,1.52209872813593,1.99549719267043,-0.384512375292564,125,50,4272,3.84297500236584,4.99045778520888,"nitrate1"
"Esearch_CP002583_1_Marinomonas_mediterranea_MMB-1_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","Marinomonas mediterranea","CP002583.1","",100,0,120,0.955491536730426,0.799912935343402,1.14657092128192,-0.504000147781319,64,49,4228,4.4734769188844,4.862937128939,"nitrate1"
"Esearch_CP002630_1_Marinithermus_hydrothermalis_DSM_14884.fasta","genome",1,1,0,0,0,0,"Bacteria","Deinococcota","Deinococci","Thermales","Thermaceae","Marinithermus","Marinithermus hydrothermalis","CP002630.1","deep sea hydrothermal vent",100,0,121,7.0251287982566,5.68407429232919,8.73956593611734,0.0180663352833077,48,45,2261,1.6334502980878,2.16097930362641,"nitrate1"
"Esearch_CP002683_1_Thermodesulfatator_indicus_DSM_15286.fasta","genome",1,0,0,0,0,0,"Bacteria","Thermodesulfobacteriota","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfatatoraceae","Thermodesulfatator","Thermodesulfatator indicus","CP002683.1","DSM 15286|DSM:15286|type strain of Thermodesulfatator indicus|Indian Ocean|deep-sea hydrothermal vent site at the Kairei vent field in the Central Indian Ridge|25.316668 S 70.033356 E|Apr-2001|H. Moussard",100,0,122,3.66916212087298,3.18302320718534,4.24189751678608,-0.117306383929102,45,43,2246,2.12032423691137,2.59159431287924,"nitrate1"
"Esearch_CP002738_1_Methylomonas_methanica_MC09.fasta","genome",1,0,0,1,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylomonas","Methylomonas methanica","CP002738.1","MC09|United Kingdom|seawater|51.43 N 3.16 W",100,0,123,1.25477267563651,1.07476985980726,1.47000992781759,-0.389006429776268,105,46,4608,4.12085555965484,4.94539105463007,"nitrate2"
"Esearch_CP002767_1_Shewanella_baltica_BA175_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella baltica","CP002767.1","",100,0,124,1.22324584793682,1.04569795432761,1.43603818044935,-0.417016346952737,64,52,4301,4.20683252988893,4.58210960341381,"nitrate1"
"Esearch_CP002771_1_Marinomonas_posidonica_IVIA-Po-181_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","Marinomonas posidonica","CP002771.1","IVIA-Po-181|Posidonia oceanica (seagrass)|type strain of Marinomonas posidonica|Spain|seagrass from different meadows in the coast of 76 Balearic Islands",100,0,125,1.16701807585383,0.993892656101356,1.375422628699,-0.423093617326421,66,48,3519,3.80214634656655,4.325650335106,"nitrate1"
"Esearch_CP002811_1_Shewanella_baltica_OS117.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella baltica","CP002811.1","",100,0,126,1.22364232263256,1.04606346163695,1.43646545098695,-0.412703067405206,66,52,4596,4.33692232087856,4.7070180642054,"nitrate1"
"Esearch_CP002838_1_Pyrolobus_fumarii_1A.fasta","genome",1,0,0,0,0,0,"Archaea","Thermoproteota","Thermoprotei","Desulfurococcales","Pyrodictiaceae","Pyrolobus","Pyrolobus fumarii","CP002838.1","deep sea hydrothermal vent",100,0,127,4.08383045151809,3.51316578876081,4.76275762757647,-0.0533511007587203,8,44,2007,2.04963458599743,1.63073201848588,"nitrate1"
"Esearch_CP002858_1_Flexistipes_sinusarabici_DSM_4947.fasta","genome",1,0,0,0,0,0,"Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Flexistipitaceae","Flexistipes","Flexistipes sinusarabici","CP002858.1","DSM 4947|DSM:4947|type strain of Flexistipes sinusarabici|brine water, Atlantis II Deep, Red Sea, 2000 m depth|G. Fiala, K.O. Stetter",100,0,128,7.42941686933431,5.96538718808329,9.31803048461073,0.00905926672980531,44,43,2378,1.76405078056824,2.15412985319276,"nitrate1"
"Esearch_CP002901_1_Sulfobacillus_acidophilus_TPY.fasta","genome",0,0,1,0,0,0,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiales Family XVII. Incertae Sedis","Sulfobacillus","Sulfobacillus acidophilus","CP002901.1","TPY|Pacific Ocean|hydrothermal vent",100,0,129,6.56571708826079,5.36026127272069,8.0905919255014,-0.0167039115297816,89,44,3708,2.37988206360143,3.17340938670022,"nitrite1"
"Esearch_CP003029_1_Rhodothermus_marinus_SG0_5JP17-172.fasta","genome",1,0,1,0,0,1,"Bacteria","Bacteroidota","Rhodothermaceae","Rhodothermus","Rhodothermus marinus","","","CP003029.1","Marine hot spring",100,0,130,8.42534316943953,6.64527808328976,10.7706525960574,0.0447961953912434,128,41,2848,1.42158982345794,3.27437310163964,"nitrate3"
"Esearch_CP003147_1_Pseudovibrio_sp_FO-BEG1.fasta","genome",1,1,0,1,1,1,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Pseudovibrio","","CP003147.1","FO-BEG1|coral|USA: Florida|black band-diseased coral|isolated with Beggiatoa sp.",100,0,131,1.49582519735516,1.29718590917315,1.72994354017232,-0.275704179559791,95,43,4944,3.93837056860444,4.58855454323608,"nitrate3"
"Esearch_CP003156_1_Owenweeksia_hongkongensis_DSM_17368.fasta","genome",0,0,0,0,0,1,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Schleiferiaceae","Owenweeksia","Owenweeksia hongkongensis","CP003156.1","DSM 17368|DSM:17368|type strain of Owenweeksia hongkongensis|China: Hong Kong|sand-filtered sea water|Aug-2002",100,0,132,3.24496635911243,2.83649125950121,3.72196407276831,-0.172653090458956,78,41,3512,2.8648400903263,3.55696487815383,"N2O1"
"Esearch_CP003230_1_Cycloclasticus_sp_P1_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Cycloclasticus","","CP003230.1","78-ME|Italy: Arenzano|tar at the shipwreck site of tanker Haven|44.3667 N 8.7097 E|-78 m",100,0,133,3.16137158757503,2.76704514330521,3.62114473631347,-0.155400894277365,37,45,2268,2.32517783291498,2.59979769147334,"nitrate1"
"Esearch_CP003280_1_Aequorivita_sublithincola_DSM_14238.fasta","genome",0,0,1,0,0,1,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aequorivita","Aequorivita sublithincola","CP003280.1","DSM 14238|DSM:14238|type strain of Aequorivita sublithincola|Antarctica: Vestfold Hills|sea water|68.582 S 77.966 E",100,0,134,3.53546640761779,3.07482318343893,4.07656398127621,-0.175840534593554,78,44,3200,2.69586192173776,3.4806345087271,"nitrite2"
"Esearch_CP003346_1_Echinicola_vietnamensis_DSM_17526.fasta","genome",1,0,0,0,0,0,"Bacteria","Bacteroidota","Cytophagia","Cytophagales","Cyclobacteriaceae","Echinicola","Echinicola vietnamensis","CP003346.1","DSM 17526|DSM:17526|type strain of Echinicola vietnamensis|Viet Nam: South China See, Nha Trang Bay|seawater from mussel farm|12.2306 N 109.2012 E",100,0,135,1.39826049068992,1.20718449148426,1.62463843358292,-0.385076730560335,287,45,4630,3.47238000756578,6.41581599875705,"nitrate1"
"Esearch_CP003380_1_Methylophaga_frappieri_strain_JAM7.fasta","genome",1,0,1,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga","","CP003380.1","Marine wastewater, Montreal Biodome",100,0,136,3.52138249033636,3.06337208723723,4.05922413114011,-0.162691912120441,47,48,2567,2.45638728770585,2.86281399425022,"nitrate2"
"Esearch_CP003466_1_Alcanivorax_dieselolei_B5.fasta","genome",1,1,1,0,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alloalcanivorax","Alloalcanivorax dieselolei","CP003466.1","oil-contaminated surface water, Bohai, China",100,0,138,3.0034340085332,2.63473173232053,3.43220520629048,-0.189785512230164,53,49,4414,3.51050037899454,3.72368046558527,"nitrate3"
"Esearch_CP003735_1_Marinobacter_sp_BSs20148.fasta","genome",0,1,1,0,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","","CP003735.1","BSs20148|Arctic Ocean: Canada Basin|water depth of 1568 m|80.2208 N 146.7360 W",100,0,140,2.84338147379155,2.49911992930221,3.24283683032969,-0.189144771829564,54,48,3755,3.16395780396217,3.45346855697333,"nitrate3"
"Esearch_CP003746_2_Simiduia_agarivorans_SA1_=_DSM_21679.fasta","genome",1,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Simiduia","Simiduia agarivorans","CP003746.1","marine",100,0,141,1.0343802839298,0.872040146766744,1.23213526041578,-0.463561349241272,129,48,3837,3.84665015839522,5.20090560687879,"nitrate1"
"Esearch_CP003841_1_Alteromonas_macleodii_ATCC_27126.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas macleodii","CP003841.1","D7|Thailand: Andaman Sea|seawater|8 N 98 E|2000",100,0,142,1.44257766244719,1.24807794170536,1.67244504730022,-0.434935111367571,117,48,3964,3.87272780699869,5.01328220386206,"nitrate1"
"Esearch_CP003985_1_Desulfocapsa_sulfexigens_DSM_10523.fasta","genome",1,0,0,0,0,0,"Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfocapsa","Desulfocapsa sulfexigens","CP003985.1","",100,0,143,4.12622004899451,3.54647942329226,4.81666082223131,-0.0944773857191296,94,47,3517,2.51900106686506,3.45011351425693,"nitrate1"
"Esearch_CP004388_1_Thalassospira_xiamenensis_M-5_=_DSM_17429.fasta","genome",1,0,0,1,1,1,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Thalassospira xiamenensis","CP004388.1","M-5|DSM:17429|MCCC:CGMCC 1.2998|type strain of Thalassospira xiamenensis|type strain of Thalassospira xiamenensis",100,0,144,1.81790442296942,1.59280093852973,2.08005230997791,-0.296507155998045,69,42,4186,3.70507198697392,4.14952618169693,"nitrate3"
"Esearch_CP005996_1_Cycloclasticus_zancles_78-ME_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Cycloclasticus","Cycloclasticus zancles","CP005996.1","78-ME|Italy: Arenzano|tar at the shipwreck site of tanker Haven|44.3667 N 8.7097 E|-78 m",100,0,145,3.16996516849285,2.77420266714257,3.6314832362931,-0.15586055544079,51,45,2499,2.36643198822687,2.88040589090107,"nitrate1"
"Esearch_CP006265_1_Psychrobacter_sp_G.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","","CP006265.1","28M-43|Sponge|Atlantic Ocean|A demosponge isolated at 1483 m depth|14.86 N 48.24 W|2015",100,0,146,2.83059491506622,2.48821807603036,3.2278008815306,-0.227150994382657,38,47,2572,2.74264139253501,2.96300755677484,"nitrate1"
"Esearch_CP006829_1_Thalassolituus_oleivorans_R6-15.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Thalassolituus","Thalassolituus oleivorans","CP006829.1","R6-15|surface seawater|69.5000 N 168.9833 W|2010-07|Dong Chunming",100,0,151,2.11061807767478,1.85780210215056,2.40346608050679,-0.258727194222593,48,50,3433,3.26510076769667,3.51257552659919,"nitrate1"
"Esearch_CP006912_1_Hyphomicrobium_nitrativorans_NL23.fasta","genome",1,0,1,0,1,1,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium","Hyphomicrobium nitrativorans","CP006912.1","denitrifying biofilm treating seawater",100,0,153,5.61595818680933,4.67507897764899,6.77920636823462,-0.0282667025991733,53,45,3421,2.42743940993458,2.73954424673548,"nitrate3"
"Esearch_CP007656_1_Bdellovibrio_bacteriovorus_strain_109J.fasta","genome",0,0,1,0,1,0,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","Bdellovibrio","","CP007656.1","109J|Israel|seawater|2010",100,0,154,0.640593088259916,0.516483251897463,0.799919303692277,-0.59969899467715,45,41,3638,4.58093276190657,4.78113712804578,"nitrite1"
"Esearch_CP009239_1_Cellulophaga_lytica_strain_HI1.fasta","genome",1,0,0,0,0,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","","CP009239.1","HI1|USA:Hawaii|Marine Biofilm|21.4722 N 157.9772 W|2003",100,0,156,4.95579930703395,4.18423331326063,5.89404860179283,-0.0990571552381437,110,41,3334,2.34719190321926,3.60269447264235,"nitrate1"
"Esearch_CP009251_1_Corynebacterium_stationis_strain_622=DSM_20302.fasta","genome",0,1,1,0,0,0,"Bacteria","Actinobacteriota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","","CP009251.1","622=DSM 20302|DSM:20302|type strain of Corynebacterium stationis|type strain of Corynebacterium stationis|seawater",100,0,157,1.03702019716172,0.874458996729587,1.23499321427808,-0.447088101301322,60,43,2584,3.37965362195726,4.07243345558935,"nitrate2"
"Esearch_CP009976_1_Cellulophaga_baltica_18.fasta","genome",1,0,0,0,1,0,"Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","Cellulophaga baltica","CP009976.1","18|Denmark: Oresund|seawater|2000-02",100,0,158,3.29088024689998,2.87446596628554,3.7775744040409,-0.18675669046492,166,40,3971,2.80451239039552,4.59207630393235,"nitrate1"
"Esearch_CP010552_1_Candidatus_Thioglobus_autotrophicus_strain_EF1_chromosome.fasta","genome",1,1,0,0,1,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","","","Candidatus Thioglobus","","CP010552.1","EF1|reference strain of Candidatus Thioglobus autotrophicus|Candidatus Thioglobus sp. EF1|Canada: Vancouver Islands|water|49.036937 N 125.208011 W|2013-01-18",100,0,159,3.21818517888182,2.81428618705114,3.68960401388077,-0.158859623762107,35,42,1618,1.94872870205905,2.45970139159647,"nitrate1"
"Esearch_CP010797_1_Rhodococcus_sp_B7740.fasta","genome",1,0,0,0,0,0,"Bacteria","Actinobacteriota","Actinomycetes","Mycobacteriales","Nocardiaceae","Rhodococcus","","CP010797.1","B7740|Arctic Ocean|Arctic Seawater|2008-07",100,0,160,3.51475453673463,3.05797959893184,4.0510690497923,-0.19011969548492,133,46,5030,3.55954308562885,4.60086587183252,"nitrate1"
"Esearch_CP010855_1_Marinovum_algicola_DG_898.fasta","genome",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Marinovum","Marinovum algicola","CP010855.1","DG 898|Marinovum algicola|South Korea|Algal symbiont",100,0,161,3.15141121034569,2.75874389571546,3.60916934636723,-0.237248103849716,82,44,3574,3.10774660289976,3.84888175321646,"nitrate1"
"Esearch_CP010912_1_Alteromonas_australica_strain_DE170.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","","CP010912.1","DE170|Mediterranean Sea: Adriatic Sea|Marine Sea Sample|2003-05-17",100,0,162,1.01892546381044,0.857885776251031,1.21539764396492,-0.535641592540116,126,55,4253,4.35752731543798,5.53378402345073,"nitrate1"
"Esearch_CP011052_1_Halomonas_sp_KO116.fasta","genome",1,1,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","","CP011052.1","KO116|Egypt|Nile Delta Mediterranean Sea surface water|2012-10-15",100,0,163,2.68123052633125,2.36011265849033,3.05318690327956,-0.200867171647133,71,48,4300,3.42240903907675,3.8706993881532,"nitrate1"
"Esearch_CP011477_1_Spongiibacter_sp_IMCC21906.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","Spongiibacter","","CP011477.1","IMCC21906|Antarctica: King George Island|Seawater|62.22 S 58.78 W|2014-12-30",100,0,164,2.69980945507445,2.37612366466235,3.07480322161566,-0.164671057956438,54,48,3215,2.78836588313614,3.16417195469077,"nitrate1"
"Esearch_CP011494_1_Marinobacter_psychrophilus_strain_20041.fasta","genome",0,1,1,0,1,1,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","","CP011494.1","20041|type strain of Marinobacter psychrophilus|Arctic Ocean: Canadian Basin|sea-ice|2003-08",100,0,166,2.86389569388358,2.51658924953083,3.26698867173396,-0.187408567136547,50,47,3656,3.12361218290559,3.36715164848906,"nitrate3"
"Esearch_CP011797_1_Reinekea_forsetii_strain_Hel1_31_D35.fasta","genome",1,0,0,0,0,0,"Bacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea","","CP011797.1","Hel1_31_D35|DSM:29653|type strain of Reinekea forsetii|North Sea: German Bight, Helgoland, Kabeltonne|surface seawater, North Sea|54.18416 N 7.9 E|2010-04-20|Richard Hahnke|R. Hahnke, and J. Harder",100,0,167,1.10278377585964,0.934806805867779,1.3060994643513,-0.490254968299646,78,48,3293,3.8515879516259,4.62835080438303,"nitrate1"
"Esearch_CP011927_1_Labrenzia_sp_CP4.fasta","genome",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Labrenzia","","CP011927.1","CP4|USA: Rutgers|seawater|2009",100,0,168,2.45775284492701,2.16580764255826,2.79548079992123,-0.265288299429495,116,42,5436,4.09483843881209,4.89772715730502,"nitrate1"
"Esearch_CP012023_1_Celeribacter_marinus_strain_IMCC12053_chromosome.fasta","genome",1,0,0,0,0,0,"Bacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Celeribacter","","CP012023.1","IMCC12053|IMCC:12053|type strain of Celeribacter marinus|South Korea|coastal surface seawater of the Yellow Sea|2014-12-22",100,0,170,1.73144561429852,1.51377231095007,1.985579279522,-0.316097052862731,62,44,3099,3.21223407466291,3.76284370736108,"nitrate1"
